Historical Marker Id	Name of the Marker	County	Dedicated Year	Dedicated Month	Dedicated Day Date	Marker Type	Location Description	Marker Description	Status	Longitude	Latitude	Category	Category Counter	LAT/LONG Location
1977	Pennsylvania Canal (West Branch Division)	Clinton	1952	6	16	Roadside	Pa. 120 (E. Water St. near Jay St.), Lock Haven	Division was built from Northumberland to Lock Haven in 1828-34. Until 1889 boats carried iron, lumber and manufacturers from this area to eastern markets. Here the Bald Eagle Cross Cut Canal joined the division connecting with it by two locks, a dam and a tow-path bridge.				Canals	1	
1977	Pennsylvania Canal (West Branch Division)	Clinton	1952	6	16	Roadside	Pa. 120 (E. Water St. near Jay St.), Lock Haven	Division was built from Northumberland to Lock Haven in 1828-34. Until 1889 boats carried iron, lumber and manufacturers from this area to eastern markets. Here the Bald Eagle Cross Cut Canal joined the division connecting with it by two locks, a dam and a tow-path bridge.				Navigation	2	
1977	Pennsylvania Canal (West Branch Division)	Clinton	1952	6	16	Roadside	Pa. 120 (E. Water St. near Jay St.), Lock Haven	Division was built from Northumberland to Lock Haven in 1828-34. Until 1889 boats carried iron, lumber and manufacturers from this area to eastern markets. Here the Bald Eagle Cross Cut Canal joined the division connecting with it by two locks, a dam and a tow-path bridge.				Transportation	3	
1978	Shamokin Path	Clinton	1949	5	3	Roadside	Pa. 150, 6 miles NE of Lock Haven (Missing)	Much-traveled Indian path; followed north shore of Susquehanna from Shamokin, now Sunbury, to the Big Island at Lock Haven. Used by Delawares and Shawnees on migration to the Ohio country before French and Indian War.	Missing			Native American	1	
1978	Shamokin Path	Clinton	1949	5	3	Roadside	Pa. 150, 6 miles NE of Lock Haven (Missing)	Much-traveled Indian path; followed north shore of Susquehanna from Shamokin, now Sunbury, to the Big Island at Lock Haven. Used by Delawares and Shawnees on migration to the Ohio country before French and Indian War.	Missing			Paths & Trails	2	
1978	Shamokin Path	Clinton	1949	5	3	Roadside	Pa. 150, 6 miles NE of Lock Haven (Missing)	Much-traveled Indian path; followed north shore of Susquehanna from Shamokin, now Sunbury, to the Big Island at Lock Haven. Used by Delawares and Shawnees on migration to the Ohio country before French and Indian War.	Missing			Transportation	3	
1979	Sinnemahoning Path	Clinton	1950	2	2	Roadside	PA 120, 14 miles NW of Lock Haven	An ancient Indian trail connected the West Branch of the Susquehanna with the Upper Allegheny. From the Great Island at Lock Haven it followed the West Branch, the Sinnemahoning, and Portage Creek, to the Seneca Country.	Missing			Native American	1	
1979	Sinnemahoning Path	Clinton	1950	2	2	Roadside	PA 120, 14 miles NW of Lock Haven	An ancient Indian trail connected the West Branch of the Susquehanna with the Upper Allegheny. From the Great Island at Lock Haven it followed the West Branch, the Sinnemahoning, and Portage Creek, to the Seneca Country.	Missing			Paths & Trails	2	
1979	Sinnemahoning Path	Clinton	1950	2	2	Roadside	PA 120, 14 miles NW of Lock Haven	An ancient Indian trail connected the West Branch of the Susquehanna with the Upper Allegheny. From the Great Island at Lock Haven it followed the West Branch, the Sinnemahoning, and Portage Creek, to the Seneca Country.	Missing			Transportation	3	
1980	Tiadaghton Elm	Clinton	1947	4	30	Roadside	PA 220 northbound, just SW of exit 120 (PA44 N, Pine Creek), NE of Avis	Under this huge Elm, July 4, 1776, resolves declaring independence were drawn, prior to news of action by Congress at Philadelphia. This was an expression of the spirit common to the frontier and led by the famous Fair Play men.		-77.2998	41.1946	Government & Politics	1	(41.1946, -77.2998)
1980	Tiadaghton Elm	Clinton	1947	4	30	Roadside	PA 220 northbound, just SW of exit 120 (PA44 N, Pine Creek), NE of Avis	Under this huge Elm, July 4, 1776, resolves declaring independence were drawn, prior to news of action by Congress at Philadelphia. This was an expression of the spirit common to the frontier and led by the famous Fair Play men.		-77.2998	41.1946	Government & Politics 18th Century	2	(41.1946, -77.2998)
1981	Tiadaghton Elm	Clinton	1947	5	6	Roadside	River Rd. (SR 1016 / old US 220), at Bonner Ln., SE of Avis 	Here, on July 4, 1776, the pioneer settlers of the West Branch resolved independence from Britain. This historic tree still stands about two miles from here at the junction of the Susquehanna and Pine Creek.				Government & Politics	1	
1981	Tiadaghton Elm	Clinton	1947	5	6	Roadside	River Rd. (SR 1016 / old US 220), at Bonner Ln., SE of Avis 	Here, on July 4, 1776, the pioneer settlers of the West Branch resolved independence from Britain. This historic tree still stands about two miles from here at the junction of the Susquehanna and Pine Creek.				Government & Politics 18th Century	2	
1982	Lane House	Franklin	1953	7	2	City	16 N. Main St., Mercersburg	Built by Thomas Lane. Was later occupied by the family of Elliott Lane, a brother. Here, in 1830, Harriet Lane, niece of James Buchanan and mistress of the White House during his Presidency, was born.		-76.0962	39.8287	Government & Politics	1	(39.8287, -76.0962)
1982	Lane House	Franklin	1953	7	2	City	16 N. Main St., Mercersburg	Built by Thomas Lane. Was later occupied by the family of Elliott Lane, a brother. Here, in 1830, Harriet Lane, niece of James Buchanan and mistress of the White House during his Presidency, was born.		-76.0962	39.8287	Government & Politics 19th Century	2	(39.8287, -76.0962)
1983	Marshall College	Franklin	1953	5	1	Roadside	PA 16 at entrance to Mercersburg Academy, Mercersburg	Used the Theological Seminary building. Was chartered, 1836; removed to Lancaster, 1853, and united with Franklin College. First president was Dr. Frederick A. Rauch, famed scholar, educator, and author of textbook on psychology.		-76.1005	39.8283	Education	1	(39.8283, -76.1005)
1983	Marshall College	Franklin	1953	5	1	Roadside	PA 16 at entrance to Mercersburg Academy, Mercersburg	Used the Theological Seminary building. Was chartered, 1836; removed to Lancaster, 1853, and united with Franklin College. First president was Dr. Frederick A. Rauch, famed scholar, educator, and author of textbook on psychology.		-76.1005	39.8283	Religion	2	(39.8283, -76.1005)
1984	Messersmith's Wood	Franklin	1973	8	20	City	Lincoln Hwy. (US 30) near Colbrook Ave., Chambersburg	Name of grove selected by Gen. R.E. Lee for his headquarters, June 26-30, 1863. Here he issued the order for the concentration of troops near Gettysburg. Site of woods is just south of this point.		-76.3555	39.9318	Civil War	1	(39.9318, -76.3555)
1984	Messersmith's Wood	Franklin	1973	8	20	City	Lincoln Hwy. (US 30) near Colbrook Ave., Chambersburg	Name of grove selected by Gen. R.E. Lee for his headquarters, June 26-30, 1863. Here he issued the order for the concentration of troops near Gettysburg. Site of woods is just south of this point.		-76.3555	39.9318	Military	2	(39.9318, -76.3555)
1985	Morrow Tavern	Franklin	1953	8	1	City	37 S. Main St., Chambersburg	A two-story stone house occupied as a tavern by William Morrow stood on this site. George Washington, with staff, lodged here, Oct. 12, 1794, when traveling west to review troops assembled at Bedford to suppress the Whiskey Rebellion.		-76.3385	39.9368	Buildings & Architecture	1	(39.9368, -76.3385)
1985	Morrow Tavern	Franklin	1953	8	1	City	37 S. Main St., Chambersburg	A two-story stone house occupied as a tavern by William Morrow stood on this site. George Washington, with staff, lodged here, Oct. 12, 1794, when traveling west to review troops assembled at Bedford to suppress the Whiskey Rebellion.		-76.3385	39.9368	Business & Industry	2	(39.9368, -76.3385)
1985	Morrow Tavern	Franklin	1953	8	1	City	37 S. Main St., Chambersburg	A two-story stone house occupied as a tavern by William Morrow stood on this site. George Washington, with staff, lodged here, Oct. 12, 1794, when traveling west to review troops assembled at Bedford to suppress the Whiskey Rebellion.		-76.3385	39.9368	George Washington	3	(39.9368, -76.3385)
1985	Morrow Tavern	Franklin	1953	8	1	City	37 S. Main St., Chambersburg	A two-story stone house occupied as a tavern by William Morrow stood on this site. George Washington, with staff, lodged here, Oct. 12, 1794, when traveling west to review troops assembled at Bedford to suppress the Whiskey Rebellion.		-76.3385	39.9368	Military	4	(39.9368, -76.3385)
1985	Morrow Tavern	Franklin	1953	8	1	City	37 S. Main St., Chambersburg	A two-story stone house occupied as a tavern by William Morrow stood on this site. George Washington, with staff, lodged here, Oct. 12, 1794, when traveling west to review troops assembled at Bedford to suppress the Whiskey Rebellion.		-76.3385	39.9368	Inns & Taverns	5	(39.9368, -76.3385)
1985	Morrow Tavern	Franklin	1953	8	1	City	37 S. Main St., Chambersburg	A two-story stone house occupied as a tavern by William Morrow stood on this site. George Washington, with staff, lodged here, Oct. 12, 1794, when traveling west to review troops assembled at Bedford to suppress the Whiskey Rebellion.		-76.3385	39.9368	Whiskey Rebellion	6	(39.9368, -76.3385)
1986	Old Franklin County Jail	Franklin	1975	5	9	Roadside	N. 2nd St. at E. King St. (US 11), Chambersburg	Of Georgian design, this jail was built in 1818 and was in continuous use for 152 years. The third oldest building in the borough, it survived the burning of Chambersburg by Confederate forces during the Civil War.		-76.341	39.939	Government & Politics	1	(39.939, -76.341)
1986	Old Franklin County Jail	Franklin	1975	5	9	Roadside	N. 2nd St. at E. King St. (US 11), Chambersburg	Of Georgian design, this jail was built in 1818 and was in continuous use for 152 years. The third oldest building in the borough, it survived the burning of Chambersburg by Confederate forces during the Civil War.		-76.341	39.939	Government & Politics 19th Century	2	(39.939, -76.341)
1987	Old Log Building	Franklin	1955	6	27	City	E. Main St. & Roadside Ave., Waynesboro	The one-and-a-half story structure that stands about 100 yards north of here is one of the oldest buildings in Waynesboro. Built for a schoolhouse and church between 1770 and 1780 by John Bourns. Later used as a dwelling.		-76.4294	39.752	Buildings & Architecture	1	(39.752, -76.4294)
1987	Old Log Building	Franklin	1955	6	27	City	E. Main St. & Roadside Ave., Waynesboro	The one-and-a-half story structure that stands about 100 yards north of here is one of the oldest buildings in Waynesboro. Built for a schoolhouse and church between 1770 and 1780 by John Bourns. Later used as a dwelling.		-76.4294	39.752	Education	2	(39.752, -76.4294)
1988	Reformed Theological Seminary	Franklin	1953	5	1	Roadside	PA 16 at entrance to Mercersburg Academy, Mercersburg	Was situated on this campus, 1837-71. Here, Drs. Frederick A. Rauch, John W. Nevin, Philip Schaff, taught and wrote. Their works on theology, philosophy, and church history were influential in the U.S. and Europe.		-76.1006	39.8284	Education	1	(39.8284, -76.1006)
1988	Reformed Theological Seminary	Franklin	1953	5	1	Roadside	PA 16 at entrance to Mercersburg Academy, Mercersburg	Was situated on this campus, 1837-71. Here, Drs. Frederick A. Rauch, John W. Nevin, Philip Schaff, taught and wrote. Their works on theology, philosophy, and church history were influential in the U.S. and Europe.		-76.1006	39.8284	Religion	2	(39.8284, -76.1006)
1989	Rev. Steel's Fort	Franklin	1947	6	3	Roadside	Buchanan Trail (PA 16) at Findley Rd., 2.3 miles SE of Mercersburg	The Rev. John Steel, pastor of Upper West Conococheague, was made militia captain; and his church, stockaded in 1755, provided protection from hostile Indians. The site is at Church Hill.		-77.8699	39.8041	French & Indian War	1	(39.8041, -77.8699)
1989	Rev. Steel's Fort	Franklin	1947	6	3	Roadside	Buchanan Trail (PA 16) at Findley Rd., 2.3 miles SE of Mercersburg	The Rev. John Steel, pastor of Upper West Conococheague, was made militia captain; and his church, stockaded in 1755, provided protection from hostile Indians. The site is at Church Hill.		-77.8699	39.8041	Native American	3	(39.8041, -77.8699)
1990	Shippensburg	Franklin	1948	6	1	Roadside	W King St. (US 11) at Park Heights Ave., W end of Shippensburg	Founded 1730 by Edward Shippen. Second oldest town in the state west of the Susquehanna River. Important community on colonial frontier. Temporary seat of Cumberland Co., whose first courts were held here in 1750-51.		-77.4535	40.0426	Cities & Towns	1	(40.0426, -77.4535)
1991	Stuart's Raid	Franklin	1947	12	5	Roadside	Blair's Valley Rd. PA 75, about 100 yds. N of state line	Confederate cavalry under Gen. J.E.B. Stuart entered this state Oct. 10, 1862. Unable to burn the iron bridge at Chambersburg, they reentered Maryland near Emmitsburg, Oct. 11, circling the Union army.		-77.891	39.7242	Civil War	1	(39.7242, -77.891)
1991	Stuart's Raid	Franklin	1947	12	5	Roadside	Blair's Valley Rd. PA 75, about 100 yds. N of state line	Confederate cavalry under Gen. J.E.B. Stuart entered this state Oct. 10, 1862. Unable to burn the iron bridge at Chambersburg, they reentered Maryland near Emmitsburg, Oct. 11, circling the Union army.		-77.891	39.7242	Military	2	(39.7242, -77.891)
1992	Suesserott House	Franklin	1969	5	1	City	SW corner of Main & Washington Sts., Chambersburg	Built about 1807. Later, it was the home of Dr. Jacob Suesserott, a prominent physician, dentist and surgeon. The fire started by Confederate cavalry on July 30, 1864, was arrested at this point.		-76.3377	39.9342	Buildings & Architecture	1	(39.9342, -76.3377)
1992	Suesserott House	Franklin	1969	5	1	City	SW corner of Main & Washington Sts., Chambersburg	Built about 1807. Later, it was the home of Dr. Jacob Suesserott, a prominent physician, dentist and surgeon. The fire started by Confederate cavalry on July 30, 1864, was arrested at this point.		-76.3377	39.9342	Civil War	2	(39.9342, -76.3377)
